xml_id	y_true	y_pred	corpus_id	modality	text_snippet
doc_087421	right	left	web1	web	Conseil économique, social et environnemental d'Île-de-France Notre raison d'être En tant que représentants de la société civile, nous sommes l’écho des aspirations des Franciliennes et des Franciliens. Ça se passe en ce moment Nous nous ré
doc_527491	left	right	web1	web	Vimeo Academy - Free Video Tutorials & Resources Welcome to Vimeo's hub for educational content, designed to showcase the full potential of our platform. We’ve got everything you need to learn how to master Vimeo’s powerful features, plus i
doc_367533	left	right	web1	web	Manifestation : le monde selon Collomb Après la manifestation du 26 mai, le ministre de l’intérieur, Gérard Collomb, a déclaré : « Si on veut garder, demain, le droit de manifester, qui est une liberté fondamentale, il faut que les personne
doc_182634	right	left	web1	web	"Allemagne : Critique des ""minijobs"" et du modèle social Les minijobs, créés dans les années 1970, se sont fortement développés après les grandes réformes du chancelier social-démocrate Gerhard Schröder entre 2003 et 2005. Leur nombre atteig"
doc_092316	right	left	web1	web	Qu'est-ce que la guerre économique ? - STRATPOL - Un vent nouveau souffle à l’Est : zoom sur la réunion de Saint-Pétersbourg - 3 octobre 2025 - Bulletin STRATPOL N°257: Danger en mer Baltique, Trump trumpise, Colonie moldave - 26 septembre 
doc_324709	left	right	web1	web	"Ay cannoneggia la sinistra francese, ""ha sbagliato come sempre, consegnando il paese al capitale atlantico e con un'analisi che di marxista non ha nulla"" Per il deputato comunista, la sinistra avrebbe dovuto far quadrato attorno a Mélenchon"
doc_516451	left	right	web1	web	Accueil - CHF Canada Nouvelles Les coopératives d’habitation du Canada accueillent chaleureusement le programme Maisons Canada14 septembre Le premier ministre Mark Carney a aujourd’hui annoncé le lancement du programme Maisons Canada. Pour.
doc_207750	right	left	web1	web	Pierre Tartakowsky (LDH) : « dans certains endroits, la police agit comme une force d’occupation du territoire » « Force est de constater que dans certains endroits, la police agit comme une force d’occupation du territoire et elle confond 
doc_395353	left	right	web1	web	Boris Johnson, le népotisme en partage Au Royaume-Uni, la tradition veut qu’un Premier ministre puisse, quand il quitte le pouvoir, décorer un certain nombre de personnalités, pour services rendus à la nation. Les bénéficiaires peuvent ensu
doc_343603	left	right	web1	web	La fin du renouvellement ? Portrait social et politique des députés de la XVIème législature | Institut des Politiques Publiques – IPP Présentation : En 2017, un profond renouvellement avait eu lieu à l’Assemblée, porté par l’arrivée en mas
doc_396341	left	right	web1	web	Puy du Fou : Réac Académie Si la Cinéscénie (spectacle nocturne) et le Grand Parc (parc à thèmes historiques) en sont la vitrine, le Puy du Fou, en Vendée, a aussi son Académie privée. Après avoir ouvert une école primaire en 2015, le Puy d
doc_139522	right	left	web1	web	Gauches… Pour les psychiatres du futur, nous ouvrons une page spéciale de compilation des élucubrations gauchistes. La “gauche” est à prendre au sens élargi. Toutes les fadaises bien pensantes convenues y trouveront leur place. Apportez vos
doc_270986	right	left	web1	web	Manucure, clandestin et révolté, il va frapper à la porte de la CGT La France, il la rêvait comme un pays merveilleux. En Chine, devant sa télévision, Gang Huang s’émerveillait de la tour Eiffel et des grands magasins. Mais la réalité de la
doc_355860	left	right	web1	web	Le 12 décembre à Paris : gardes à vue arbitraires En fait de casseurs, il semblerait plutôt que la police ait procédé à des arrestations au petit bonheur la chance. Ainsi, sur les 124 personnes placées en garde à vue, on comptait deux journ
doc_179459	right	left	web1	web	France : Une dizaine de lieutenants interpellent l'opinion publique sur le budget de l'armée Normalement soumis au devoir de réserve, une dizaine de lieutenants de l’armée française publient, sous couvert d’anonymat, une tribune sur francet
doc_109063	right	left	web1	web	Telex Var Phycocyanine : un soutien cellulaire reconnu par les experts en micronutrition La phycocyanine est un pigment… Derniers messages - - Entreprises RGE : un gage de qualité pour votre installation de climatisation Une entreprise RGE 
doc_276412	right	left	web1	web	Le 11 novembre 1918 à Strasbourg (rediff.) L’épisode du « Soviet » de Strasbourg (10-20 novembre 1918) : « Novembre 1918 en Alsace est une période de transition qui voit le retour de l’Alsace à la France. Avant même l’armistice du 11 novemb
doc_092632	right	left	web1	web	Everything You Need to Know About the Thailand Digital Arrival CardYour Essential Guide to Entering Thailand What is the Thailand Digital Arrival Card? The Thailand Digital Arrival Card (TDAC) is an electronic version of the traditional TM6
doc_511118	left	right	web1	web	Le criquet pèlerin Crise du criquet pèlerin en 2020-2021 Au début de l'année 2020, un criquet pèlerin a fait irruption dans l'ensemble de l'Afrique de l'Est, de l'Asie du Sud-Ouest et de la région de la mer Rouge, car les conditions climati
doc_180606	right	left	web1	web	BMW une fortune au-dessus de tout soupçon L’enquête qui a secoué l’Allemagne en révélant que la dynastie des Quandt, principale actionnaire de BMW, avait bâti une part de son immense fortune en collaborant activement avec le régime nazi. Pl
doc_459670	left	right	web1	web	Info Blast / Gérard Larcher, tête de gondole pour Matignon C'est une information de coulisse qui tourne et s'accrédite autant au palais du Luxembourg qu'à Matignon : selon nos sources, Emmanuel Macron a jeté son dévolu sur Gérard Larcher po
doc_420027	left	right	web1	web	L'autre-mental Figures de l'anthropologue en écrivain de science-fiction Les anthropologues et les écrivains de science-ﬁction ne poursuivent-ils pas au fond une même quête, celle de l'altérité radicale ? Certes, tandis que les seconds reco
doc_000007	right	left	web1	web	Librairie de Flore Choisissez votre livre Découvrez nos éditions “Lecteur, je suis moi-même la matière de mon livre.”Michel de Montaigne Nos dernières publications Nos coups de cœur Horaires d'ouverture Lundi : 10h00 – 18h00 Mercredi :10h00
doc_031417	right	left	web1	web	a7fr a7fr - Across the Francophone world, defending human rights often comes with heavy risks. Activists, journalists, and community leaders who raise their voices against corruption, repression, or abuse sometimes find themselves silenced,
doc_091251	right	left	web1	web	L'Homme contre l'Argent - Livre numérique - Kontre Kulture Ce livre est une somme de souvenirs, de réflexions et d’analyses sur la situation politique européenne dans l’entre-deux guerres. Période riche en événements où de nombreuses expéri
doc_398436	left	right	web1	web	"Voir : La bûche, de Danièle Thompson Avec une famille "" tuyau de poêle "", la vie n'est jamais facile. Pourtant, ici, ce n'est pas l'argent qui manque, ce sont plutôt les histoires cachées de chacun qui ne manquent pas. Trois soeurs et peut-"
doc_166577	right	left	web1	web	Aucun orateur de la France Insoumise ne devait se rendre sur le plateau de Cnews tant que Zemmour y officierait : Quatennens y était ce matin Vous pouvez aussi aimer Jean-Luc Mélenchon est confronté à une forte baisse dans des sondages quel
doc_367273	left	right	web1	web	Grands stades : gros lot pour le BTP Parmi les dix enceintes retenues pour la compétition, qui aura lieu en juin et juillet prochain, cinq ont été rénovées, comme le Stade Vélodrome à Marseille ou le stade Geoffroy-Guichard à Saint-Etienne,
doc_258973	right	left	web1	web	"Invasion de l'Ukraine : Sergueï Choïgou, ministre de La Défense russe, annonce un ""Congrès international antifasciste"" pour ""lutter contre le nazisme dans le monde"" NDLR : cet article, publié ce jour, provient de la TASS ou ИТАР-ТАСС (Teleg"
doc_294852	left	right	web1	web	greece-terra-incognita.com Partir à la découverte de la Floride ne se réduit pas à ses plages ensoleillées ou ses parcs à thème emblématiques : c’est aussi un voyage au cœur d’une gastronomie vibrante et diversifiée. Entre influences cubain
doc_294333	right	left	web1	web	News President Recep Tayyip Erdoğan, in his address to the United Nations General Assembly, described what is happening in Gaza as “genocide,” emphasized that Israel kills children every day, and called on the international community to tak
doc_368508	left	right	web1	web	... et après, la Centrafrique Cette prétendue réussite de l'opération militaire française semble avoir attisé les appétits militaires du président français. En marge de la cérémonie de Bamako, il a organisé un mini-sommet des chefs d'État a
doc_110800	right	left	web1	web	Вечер, прв дознава страницата е недостапна За жал, страницата која ја баравте не постои. Ве молиме вратете се на главната страница. Почетна Vecer.mk е прв македонски информативен портал, основан во 2004 година. 2004-2025 © Вечер, сите права
doc_118981	right	left	web1	web	Alain Pojolat (NPA) définitivement relaxé pour organisation de manifestations propalestiniennes non autorisées Convoqué devant la justice pour avoir organisé des manifestations propalestiniennes non autorisées durant lesquelles des affronte
doc_517049	left	right	web1	web	Lire : Madzou, « J’étais un chef de gang » Lire : Madzou, « J’étais un chef de gang » 1987, Corbeil-Essonnes, cité Montconseil, naissance du gang à la française ou plutôt de la bande de banlieue qui fait tant peur aux gens de TF1 et compagn
doc_351016	left	right	web1	web	« Quel député est prêt à vivre juste un mois avec 764,10€ ? » « A votre place, je la ramènerais pas ! Parce que qui ici, quel député, est prêt à vivre juste un mois avec 764,10€ ? Avec le salaire moyen d’un agent d’entretien ? Qui ? Allez-y
doc_507942	left	right	web1	web	Communiqué de la direction de Sciences Po Strasbourg Pendant la levée du blocage, il faut déplorer un blessé parmi les manifestants. Nous lui adressons nos vœux de prompt rétablissement. A la suite de la levée du blocage, les manifestants s
doc_292944	right	left	web1	web	Robert Reich Welcome! On this site, you’ll find a collection of my writing, films, explainer videos, courses, and much more. I hope that by gathering it in one place, you may find it of some use during these difficult times. One thought I’d
doc_202352	right	left	web1	web	"Le Havre : effectuant une démarche administrative au tribunal, il menace le personnel présent et déclare qu'il va revenir ""avec le sabre d'Allah"" pour ""découper la police et la justice"" rL’atmosphère était pour le moins étrange, lundi 23 ja"
